customerID,Good_Bad_flag
8a858f7e564ad338015654d3a5c242a5,1.0
8a858f7e564ad338015654d3a5c242a5,1.0
8a858f7e564ad338015654d3a5c242a5,1.0
8a858ea4582fcdc80158338316a258e3,1.0
8a858ea4582fcdc80158338316a258e3,0.0
8a858ea4582fcdc80158338316a258e3,1.0
8a858ea4582fcdc80158338316a258e3,0.0
8a858ea4582fcdc80158338316a258e3,1.0
8a858ea4582fcdc80158338316a258e3,1.0
8a858ea4582fcdc80158338316a258e3,1.0
8a858ea4582fcdc80158338316a258e3,1.0
8a858ea4582fcdc80158338316a258e3,0.0
8a858f3c5c16cadb015c177e274650b9,1.0
8a858ec555f82a230155f92ff37d0b31,1.0
8a858ec555f82a230155f92ff37d0b31,1.0
8a858ec555f82a230155f92ff37d0b31,1.0
8a858ec555f82a230155f92ff37d0b31,0.0
8a858ec555f82a230155f92ff37d0b31,1.0
8a858ec555f82a230155f92ff37d0b31,1.0
8a858ec555f82a230155f92ff37d0b31,1.0
8a858ec555f82a230155f92ff37d0b31,0.0
8a858ec555f82a230155f92ff37d0b31,1.0
8a858ec555f82a230155f92ff37d0b31,1.0
8a858ec555f82a230155f92ff37d0b31,0.0
8a858f255cb1710a015cb56393f60d1b,0.0
8a858f6f5b3f095b015b4083532532a0,0.0
8a858fa257d8223c0157e7e6ce253dd8,1.0
8a858fa257d8223c0157e7e6ce253dd8,1.0
8a858f335cd0c78e015cd435d7192800,1.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,0.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,0.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858953548fb0c001549b31ac5f6dda,1.0
8a858eba5b681df4015b7b63e6ed6a23,1.0
8a858eba5b681df4015b7b63e6ed6a23,1.0
8a858eba5b681df4015b7b63e6ed6a23,1.0
8a858ee55cb156e6015cb650b14467f0,1.0
8a858f9157f7b9670157fa9d4e7546e0,1.0
8a85883353d0c4e90153dfca251168bc,0.0
8a85883353d0c4e90153dfca251168bc,1.0
8a85883353d0c4e90153dfca251168bc,0.0
8a85883353d0c4e90153dfca251168bc,1.0
8a85883353d0c4e90153dfca251168bc,1.0
8a85883353d0c4e90153dfca251168bc,1.0
8a85883353d0c4e90153dfca251168bc,0.0
8a85883353d0c4e90153dfca251168bc,1.0
8a858fa55acd8061015ad15eb8b47940,1.0
8a858fa55acd8061015ad15eb8b47940,0.0
8a858fa55acd8061015ad15eb8b47940,1.0
8a8589a053acc39e0153b217f3d031cb,1.0
8a8589a053acc39e0153b217f3d031cb,1.0
8a8589a053acc39e0153b217f3d031cb,1.0
8a8589a053acc39e0153b217f3d031cb,1.0
8a8589a053acc39e0153b217f3d031cb,1.0
8a8589a053acc39e0153b217f3d031cb,1.0
8a8589a053acc39e0153b217f3d031cb,1.0
8a8589a053acc39e0153b217f3d031cb,1.0
8a858e2e5bb57a37015bbe3c1af53cac,1.0
8a858e2e5bb57a37015bbe3c1af53cac,0.0
8a8588c9548a33b201548b3cdb0f0c53,1.0
8a858e345bd96da8015bdcde39b37570,1.0
8a858e345bd96da8015bdcde39b37570,1.0
8a858e0f5c45466f015c4a6560255de7,0.0
8a858e0f5c45466f015c4a6560255de7,0.0
8a858fe758dc437a0158e524adb32ae2,0.0
8a858fe758dc437a0158e524adb32ae2,1.0
8a858fe758dc437a0158e524adb32ae2,1.0
8a858fe758dc437a0158e524adb32ae2,1.0
8a858fe758dc437a0158e524adb32ae2,0.0
8a858fe758dc437a0158e524adb32ae2,1.0
8a858fe758dc437a0158e524adb32ae2,1.0
8a858fe758dc437a0158e524adb32ae2,1.0
8a858fe758dc437a0158e524adb32ae2,1.0
8a858fe758dc437a0158e524adb32ae2,1.0
8a858e185b4923b4015b4ae48d28646a,1.0
8a858e185b4923b4015b4ae48d28646a,1.0
8a858e185b4923b4015b4ae48d28646a,0.0
8a858f725be8d4ff015bec5207ce5524,1.0
8a858f725be8d4ff015bec5207ce5524,1.0
8a858e2c5cc64f70015cc942825e71ae,1.0
8a858fba5cd5feee015cdb7d7d574f0f,1.0
8a858fd85b685607015b75c2390b7173,0.0
8a858fd85b685607015b75c2390b7173,1.0
8a858fd85b685607015b75c2390b7173,1.0
8a858fd85b685607015b75c2390b7173,1.0
8a858fe8555f401f0155679de3f04eb4,0.0
8a858fe8555f401f0155679de3f04eb4,1.0
8a858fe8555f401f0155679de3f04eb4,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,0.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a8589b953bc23f70153c887b4b45c9a,1.0
8a858e935b496584015b496cdac50369,0.0
8a858e935b496584015b496cdac50369,0.0
8a858e935b496584015b496cdac50369,1.0
8a858e935b496584015b496cdac50369,1.0
8a858e1d5b2510b2015b2c76fe45726a,0.0
8a76e7d443e6e97c0143ed0a1f4d5331,1.0
8a76e7d443e6e97c0143ed0a1f4d5331,1.0
8a76e7d443e6e97c0143ed0a1f4d5331,1.0
8a76e7d443e6e97c0143ed0a1f4d5331,1.0
8a8588bd5369b66d01536e7b60501609,1.0
8a8588bd5369b66d01536e7b60501609,0.0
8a858f985b3db23f015b3ddf9cd73ed5,1.0
8a858f985b3db23f015b3ddf9cd73ed5,1.0
8a858f985b3db23f015b3ddf9cd73ed5,1.0
8a858eae5c356262015c35894b181c1b,1.0
8a858e6d5b252065015b2fa1ee3843da,1.0
8a858e6d5b252065015b2fa1ee3843da,1.0
8a858e6d5b252065015b2fa1ee3843da,1.0
8a858f6e5a951fc2015a9e8c2e4f4436,1.0
8a858f6e5a951fc2015a9e8c2e4f4436,1.0
8a858f6e5a951fc2015a9e8c2e4f4436,1.0
8a858f6e5a951fc2015a9e8c2e4f4436,1.0
8a858e2d5bc95851015bc98eb8fc1575,1.0
8a858e2d5bc95851015bc98eb8fc1575,1.0
8a858e2d5bc95851015bc98eb8fc1575,1.0
8a858f6057e2dba50157f3558ac902d4,1.0
8a858f6057e2dba50157f3558ac902d4,1.0
8a858f6057e2dba50157f3558ac902d4,0.0
8a858f6057e2dba50157f3558ac902d4,1.0
8a858e885c63d379015c730aa5f46f8b,1.0
8a858fd35b5dfefb015b5e18a7ee15aa,1.0
8a858fd35b5dfefb015b5e18a7ee15aa,0.0
8a858fd35b5dfefb015b5e18a7ee15aa,1.0
8a858fd35b5dfefb015b5e18a7ee15aa,1.0
8a858fd35b5dfefb015b5e18a7ee15aa,1.0
8a858eea5c82f136015c82f59f3201c7,1.0
8a858f7e5c69a6e3015c74334d791005,0.0
8a858e6a5bfd4b54015c067c589f44c6,1.0
8a858e6a5bfd4b54015c067c589f44c6,0.0
8a858e6a5bfd4b54015c067c589f44c6,1.0
8a858fa257d8223c0157e3c2a5e45d82,1.0
8a858fa257d8223c0157e3c2a5e45d82,1.0
8a858fa257d8223c0157e3c2a5e45d82,1.0
8a858fa257d8223c0157e3c2a5e45d82,1.0
8a858fa257d8223c0157e3c2a5e45d82,1.0
8a8588dc536a1413015375acd19d4154,1.0
8a8588dc536a1413015375acd19d4154,1.0
8a858e225c404292015c4f19fdfb148a,1.0
8a858e225c404292015c4f19fdfb148a,1.0
8a858e865bd4175e015bd85ed8ed6940,1.0
8a858e865bd4175e015bd85ed8ed6940,1.0
8a858f73594ab1ea01595e72de584bca,1.0
8a858f73594ab1ea01595e72de584bca,1.0
8a858f73594ab1ea01595e72de584bca,1.0
8a858f73594ab1ea01595e72de584bca,1.0
8a858f73594ab1ea01595e72de584bca,1.0
8a858f73594ab1ea01595e72de584bca,1.0
8a858ff5562dc3b601562e96135108e3,1.0
8a858ff5562dc3b601562e96135108e3,0.0
8a858ff5562dc3b601562e96135108e3,1.0
8a858ff5562dc3b601562e96135108e3,0.0
8a858ff5562dc3b601562e96135108e3,1.0
8a858ff5562dc3b601562e96135108e3,1.0
8a858ff5562dc3b601562e96135108e3,1.0
8a858ff5562dc3b601562e96135108e3,1.0
8a858ff5562dc3b601562e96135108e3,1.0
8a858fdc57b91cfc0157d2d576b01016,0.0
8a858ef45cd09b8c015cd4d82f22728d,1.0
8a858f725b49c0c0015b4de5320b0e90,0.0
8a858e205af28299015af2acd2ff06a6,1.0
8a858e205af28299015af2acd2ff06a6,1.0
8a858ed457a040d30157b40881a25091,1.0
8a858ed457a040d30157b40881a25091,1.0
8a858ed457a040d30157b40881a25091,1.0
8a858ed457a040d30157b40881a25091,0.0
8a858ed457a040d30157b40881a25091,1.0
8a858ed457a040d30157b40881a25091,0.0
8a858ed457a040d30157b40881a25091,1.0
8a858f2a5b3f2121015b42331f955db2,1.0
8a858e285ba4bf33015ba50277171d93,1.0
8a858e285ba4bf33015ba50277171d93,1.0
8a858e285ba4bf33015ba50277171d93,1.0
8a858e285ba4bf33015ba50277171d93,1.0
8a858e225c404292015c4bc05b45616d,1.0
8a858e225c404292015c4bc05b45616d,1.0
8a858ee755a0c84a0155b50a08352311,1.0
8a858ee755a0c84a0155b50a08352311,0.0
8a858ee755a0c84a0155b50a08352311,1.0
8a858ee755a0c84a0155b50a08352311,1.0
8a858ee755a0c84a0155b50a08352311,1.0
8a858ee755a0c84a0155b50a08352311,0.0
8a858ee755a0c84a0155b50a08352311,1.0
8a858ee755a0c84a0155b50a08352311,1.0
8a858ee755a0c84a0155b50a08352311,1.0
8a8588f754a058cb0154b922d7fe1ffd,1.0
8a8588f754a058cb0154b922d7fe1ffd,1.0
8a8588f754a058cb0154b922d7fe1ffd,1.0
8a8588f754a058cb0154b922d7fe1ffd,1.0
8a8588f754a058cb0154b922d7fe1ffd,0.0
8a8588f754a058cb0154b922d7fe1ffd,1.0
8a8588f754a058cb0154b922d7fe1ffd,1.0
8a8588f754a058cb0154b922d7fe1ffd,1.0
8a8588f754a058cb0154b922d7fe1ffd,0.0
8a8588f754a058cb0154b922d7fe1ffd,1.0
8a858f305c8dd672015c92b0711a3333,1.0
8a858f7e5c886ca9015c89471cef5b44,0.0
8a858f5d5963fbb701597473936c208a,1.0
8a858f5d5963fbb701597473936c208a,1.0
8a858f5d5963fbb701597473936c208a,1.0
8a858f5d5963fbb701597473936c208a,0.0
8a858f5d5963fbb701597473936c208a,1.0
8a858fd85b685607015b70cf46b509b2,1.0
8a858fd85b685607015b70cf46b509b2,1.0
8a858fd85b685607015b70cf46b509b2,1.0
8a858fd85b685607015b70cf46b509b2,1.0
8a858fa154e2912f01551033886c784b,1.0
8a858fa154e2912f01551033886c784b,1.0
8a858fa154e2912f01551033886c784b,1.0
8a858fa154e2912f01551033886c784b,1.0
8a858e5357d823010157ddcb238e0d02,1.0
8a858e5357d823010157ddcb238e0d02,1.0
8a858e5357d823010157ddcb238e0d02,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,0.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a8588fd53f1099e01540ec7527b308c,1.0
8a858eba5c884d2a015c8bea59385157,1.0
8a858eba5c884d2a015c8bea59385157,0.0
8a858f11594a388001595ad3f6c06395,0.0
8a858f11594a388001595ad3f6c06395,1.0
8a858f11594a388001595ad3f6c06395,1.0
8a858f11594a388001595ad3f6c06395,1.0
8a858f11594a388001595ad3f6c06395,1.0
8a858f11594a388001595ad3f6c06395,0.0
8a8588dd54a3ead30154ada314c44e09,1.0
8a8588dd54a3ead30154ada314c44e09,0.0
8a8588dd54a3ead30154ada314c44e09,1.0
8a8588dd54a3ead30154ada314c44e09,1.0
8a8588dd54a3ead30154ada314c44e09,1.0
8a8588dd54a3ead30154ada314c44e09,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,0.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,1.0
8a85886f54517ee0015470749d3c3ce7,0.0
8a858e5856b7840c0156c2db475368e4,1.0
8a858e5856b7840c0156c2db475368e4,1.0
8a858e5856b7840c0156c2db475368e4,0.0
8a858e5856b7840c0156c2db475368e4,1.0
8a858eda552adcc2015553a6385628e7,0.0
8a858eda552adcc2015553a6385628e7,0.0
8a858eda552adcc2015553a6385628e7,1.0
8a858eda552adcc2015553a6385628e7,1.0
8a858e885c63d379015c682355b72343,0.0
8a858f955cc6631f015ccabe708129ed,1.0
8a858eda5c8863ff015c911534db43b8,1.0
8a858e0256b781d80156d77deb7222b8,0.0
8a858e0256b781d80156d77deb7222b8,1.0
8a858e0256b781d80156d77deb7222b8,1.0
8a858e0256b781d80156d77deb7222b8,1.0
8a858e0256b781d80156d77deb7222b8,1.0
8a858e0256b781d80156d77deb7222b8,1.0
8a858fd45a4260bc015a469e3c74060a,1.0
8a8589b953bc23f70153c871f9e25781,1.0
8a8589b953bc23f70153c871f9e25781,1.0
8a8589b953bc23f70153c871f9e25781,1.0
8a8589b953bc23f70153c871f9e25781,1.0
8a8589b953bc23f70153c871f9e25781,1.0
8a8589b953bc23f70153c79a4b241b3d,0.0
8a8589b953bc23f70153c79a4b241b3d,0.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,0.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,0.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a8589b953bc23f70153c79a4b241b3d,1.0
8a858f035ab947e3015abdb1094c6d45,1.0
8a858f035ab947e3015abdb1094c6d45,1.0
8a858f035ab947e3015abdb1094c6d45,1.0
8a858f035ab947e3015abdb1094c6d45,0.0
8a858f035ab947e3015abdb1094c6d45,1.0
8a858f035ab947e3015abdb1094c6d45,1.0
8a858f1f586c8fc801586cc4516e1b5c,0.0
8a858f1f586c8fc801586cc4516e1b5c,0.0
8a858fe758dc437a0158eb12515362d4,1.0
8a858fe758dc437a0158eb12515362d4,1.0
8a858fe758dc437a0158eb12515362d4,1.0
8a858fe758dc437a0158eb12515362d4,1.0
8a858e425d5c1d76015d5fd6a1004453,1.0
8a858f74584a54aa015854d6e7027ac1,1.0
8a858f74584a54aa015854d6e7027ac1,1.0
8a858f74584a54aa015854d6e7027ac1,1.0
8a858f74584a54aa015854d6e7027ac1,1.0
8a858f74584a54aa015854d6e7027ac1,1.0
8a858f74584a54aa015854d6e7027ac1,1.0
8a858f74584a54aa015854d6e7027ac1,1.0
8a8589f853f100fb015409cd02170e67,1.0
8a8589f853f100fb015409cd02170e67,1.0
8a8589f853f100fb015409cd02170e67,1.0
8a8589f853f100fb015409cd02170e67,1.0
8a8589f853f100fb015409cd02170e67,1.0
8a858f5d5963fbb701596945e671298c,1.0
8a858f5d5963fbb701596945e671298c,1.0
8a858f5d5963fbb701596945e671298c,1.0
8a858f5d5963fbb701596945e671298c,1.0
8a858f5d5963fbb701596945e671298c,0.0
8a858f5d5963fbb701596945e671298c,1.0
8a858f5d5963fbb701596945e671298c,1.0
8a858f5d5963fbb701596945e671298c,0.0
8a858f5d5963fbb701596945e671298c,1.0
8a858f5d5963fbb701596945e671298c,1.0
8a858fee5863a049015864ec37223d8b,1.0
8a858fee5863a049015864ec37223d8b,1.0
8a858fee5863a049015864ec37223d8b,1.0
8a8589b953bc23f70153ccc3fd3519c7,1.0
8a8589b953bc23f70153ccc3fd3519c7,0.0
8a858fcf558237b401558b07734101d6,1.0
8a858fcf558237b401558b07734101d6,0.0
8a858fcf558237b401558b07734101d6,1.0
8a858fcf558237b401558b07734101d6,1.0
8a858fcf558237b401558b07734101d6,1.0
8a858fcf558237b401558b07734101d6,1.0
8a858fcf558237b401558b07734101d6,1.0
8a858fcf558237b401558b07734101d6,1.0
8a858fcf558237b401558b07734101d6,1.0
8a858f98560bbe110156217f2b324081,1.0
8a858f1b5b256bc9015b2f5280ff57dd,0.0
8a858f1b5b256bc9015b2f5280ff57dd,1.0
8a858f9f5bd99987015be35f3b5730fe,0.0
8a858f9f5bd99987015be35f3b5730fe,1.0
8a858ed55c63db54015c705c10a864c9,0.0
8a858e595b42b641015b42bed45707ec,1.0
8a858e595b42b641015b42bed45707ec,1.0
8a858e595b42b641015b42bed45707ec,0.0
8a858e595b42b641015b42bed45707ec,1.0
8a858f0c57d3fe8e0157dcd14f854fb7,1.0
8a858f0c57d3fe8e0157dcd14f854fb7,1.0
8a858e36590808e301592ae6ca1a0f3b,1.0
8a858e36590808e301592ae6ca1a0f3b,1.0
8a858e36590808e301592ae6ca1a0f3b,1.0
8a858e36590808e301592ae6ca1a0f3b,0.0
8a858e36590808e301592ae6ca1a0f3b,1.0
8a858e36590808e301592ae6ca1a0f3b,0.0
8a858e36590808e301592ae6ca1a0f3b,1.0
8a85890754145ace015429211b513e16,1.0
8a85890754145ace015429211b513e16,1.0
8a858eaf570f3a0a01571e1288e00047,1.0
8a858eaf570f3a0a01571e1288e00047,1.0
8a858eaf570f3a0a01571e1288e00047,1.0
8a858eaf570f3a0a01571e1288e00047,1.0
8a858eaf570f3a0a01571e1288e00047,0.0
8a858eaf570f3a0a01571e1288e00047,0.0
8a858eaf570f3a0a01571e1288e00047,0.0
8a858f505c7e3a50015c81f70ee35ff5,1.0
8a858f505c7e3a50015c81f70ee35ff5,1.0
8a858e3c5cac9fcc015cb09fdd925a5a,1.0
8a858e51584a1fc70158595f611e49e6,0.0
8a858e51584a1fc70158595f611e49e6,1.0
8a858e51584a1fc70158595f611e49e6,1.0
8a858e51584a1fc70158595f611e49e6,1.0
8a858e51584a1fc70158595f611e49e6,1.0
8a858e51584a1fc70158595f611e49e6,1.0
8a858e51584a1fc70158595f611e49e6,1.0
8a858e6a5bfd4b54015c0297d9ee75fb,1.0
8a858e6a5bfd4b54015c0297d9ee75fb,1.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,0.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,1.0
8a858e035693e02901569984732a33ea,0.0
8a858e105bd92644015be762bf10576f,1.0
8a858e105bd92644015be762bf10576f,1.0
8a8589045384bd8301539e05b3d35023,0.0
8a8589045384bd8301539e05b3d35023,1.0
8a8589045384bd8301539e05b3d35023,1.0
8a8589045384bd8301539e05b3d35023,1.0
8a8589045384bd8301539e05b3d35023,1.0
8a8589045384bd8301539e05b3d35023,1.0
8a8589045384bd8301539e05b3d35023,1.0
8a8589045384bd8301539e05b3d35023,0.0
8a8589045384bd8301539e05b3d35023,1.0
8a8589045384bd8301539e05b3d35023,1.0
8a858e285aa8cfc1015aa8fd90951f5a,1.0
8a858e285aa8cfc1015aa8fd90951f5a,1.0
8a858e285aa8cfc1015aa8fd90951f5a,0.0
8a858ebb5a18039b015a183953ea16cc,1.0
8a858ebb5a18039b015a183953ea16cc,0.0
8a858ebb5a18039b015a183953ea16cc,1.0
8a858ebb5a18039b015a183953ea16cc,1.0
8a858ebb5a18039b015a183953ea16cc,1.0
8a858ebb5a18039b015a183953ea16cc,0.0
8a858ebb5a18039b015a183953ea16cc,1.0
8a858ebb5a18039b015a183953ea16cc,1.0
8a858ebb5a18039b015a183953ea16cc,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,0.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,0.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e6f5668e01701567479d1ae3320,1.0
8a858e2159f3c9030159f4336f1925f4,1.0
8a858e2159f3c9030159f4336f1925f4,1.0
8a858e2159f3c9030159f4336f1925f4,0.0
8a858e2159f3c9030159f4336f1925f4,1.0
8a858e2159f3c9030159f4336f1925f4,1.0
8a858e2159f3c9030159f4336f1925f4,0.0
8a858e2159f3c9030159f4336f1925f4,1.0
8a858e2159f3c9030159f4336f1925f4,1.0
8a858e135cb22031015cb7f9700e06f8,1.0
8a858e135cb22031015cb7f9700e06f8,0.0
8a858f54589736f401589857085e3b5b,1.0
8a858f54589736f401589857085e3b5b,1.0
8a858f54589736f401589857085e3b5b,1.0
8a858f54589736f401589857085e3b5b,1.0
8a858f54589736f401589857085e3b5b,1.0
8a858f54589736f401589857085e3b5b,1.0
8a858f54589736f401589857085e3b5b,1.0
8a858f54589736f401589857085e3b5b,1.0
8a858e475c127bce015c1a358a222097,1.0
8a858e475c127bce015c1a358a222097,0.0
8a858fcb5ca240f7015ca6656e972612,0.0
8a858fe45cd62cbf015ce93a8a26355d,1.0
8a858e885b68546c015b736088184034,0.0
