index,customerid,0
82,8a858eb4596ff919015974a667560a89,0
83,8a858ec55b441639015b444e78b7361f,1
84,8a858ece5b0142e3015b0a3a7f183339,1
85,8a858eda552adcc20155307212b55ac2,0
86,8a858ee454da1cbd0154e2796fba7142,0
87,8a858ee65a8401a1015a8447d2ac1cf2,1
88,8a858eef5554890501555868a7475f44,0
89,8a858eff55a090650155a13892552a0b,0
90,8a858f0656b7820c0156c3e3a61c1d33,0
91,8a858f0f5bfd79d2015c0331ce3378fe,0
92,8a858f1f587161850158742ebbce53d8,0
93,8a858f275c451af5015c49a2c43b5fb2,0
94,8a858f305cb1ec4e015cb215f0500a8d,1
95,8a858f375cef1cbc015ceff67d505f59,0
96,8a858f425b85835d015b85bfe40538db,0
97,8a858f495c5973ce015c59c5f099417c,0
98,8a858f54589736f401589857085e3b5b,1
99,8a858f585bfd6341015c03694f85158f,0
100,8a858f5e5cf45779015cf47ed8db1872,0
101,8a858f665c45930d015c54a24fdc1f6c,0
102,8a858f6f5b3f095b015b4083532532a0,0
103,8a858f7a5ca22d3c015ca24d01461879,0
104,8a858f8d5cc56f9a015cc57e769908ac,0
105,8a858f965bb63a25015bc22b915e62f1,1
106,8a858f985b80ab2c015b81098b8f2c2e,0
107,8a858fa15c8ceaaa015c8d79c65f4f86,1
108,8a858fa95b631878015b6401c15973f3,0
109,8a858faf56b7821c0156b93cd62a6275,1
110,8a858fb45b3eef19015b3fa969390cd3,0
111,8a858fbd5cd6054a015ce82aa3914088,1
112,8a858fca5c830943015c835e839e33a5,1
113,8a858fcf5591c5cf015597c298cb15d9,0
114,8a858fd55c45ba15015c4f06ea176506,1
115,8a858fdf5bf85f71015bfc1f51f9690a,0
116,8a858fea5b391cd7015b3936e1ca25c8,1
117,8a858ff45be92ea2015be98bc2162c96,1
118,8a858ffb5b350b52015b352574d219d9,1
119,8a8589a453bc422d0153c993db2604b6,0
120,8a858e275c7ea5ec015c82482d7c3996,1
121,8a858e885b68546c015b6cb377c12140,0
122,8a858ee65be8d42d015bea072bee5936,1
123,8a858f3455a0d8070155c5fee7cc0a6d,0
124,8a858f7e5c69a6e3015c69b6aba2072e,0
125,8a858fd25c5a5bc7015c5b63cb92393a,1
126,8a1edbf14734127f0147356fdb1b1eb2,1
127,8a85884e54a0565b0154ba3fa6c72e7e,0
128,8a8588f754a058cb0154b3b507dc1abe,1
129,8a85892e5425ad2001542d2827756546,1
130,8a8589b953d0be470153d0e6e1490a90,0
131,8a858e0458d4ac3d0158dd57e64e736c,1
132,8a858e0d59b7438d0159b7e0aa7533cd,0
133,8a858e1556321b9401564c8d8e8144d8,0
134,8a858e225c404292015c4419d23d04f8,0
135,8a858e3654e2a82401550631bfcd571d,0
136,8a858e445add19b4015addc433723178,0
137,8a858e5b5bd99460015bd9e9ee2e18f4,1
138,8a858e615c832be8015c83b1cd532bb9,1
139,8a858e69566ae5b801567378795b7add,1
140,8a858e6e55c554c20155d574b4596645,1
141,8a858e725b3424d2015b3427a76103d2,1
142,8a858e845accb4f9015accdccf761e20,1
143,8a858e9156e137c601570b2f414c4258,0
144,8a858ea35a28b88b015a3be970e0681d,1
145,8a858eac5c451942015c58ac70523824,0
146,8a858eb95b3ed48c015b4034cc273ab2,0
147,8a858ebd5b254c8b015b2fd8dafc7cee,1
148,8a858ec65c123dfb015c150e513455db,1
149,8a858ed25ba09f98015ba3f2c69e6d69,1
150,8a858ed55bafadc7015bb15979d1553e,1
151,8a858eda5c8863ff015c911534db43b8,1
152,8a858ee0560bc07701561391bb845623,1
153,8a858ee55cb156e6015cbb9fb27c2ad1,0
154,8a858ef258d4a48b0158e998c5794c1c,1
155,8a858eff55a090650155b7b1624119ab,1
156,8a858f065b1fe50a015b200b42462585,0
157,8a858f0d58a18ebc0158ab6deec27309,0
158,8a858f13556665aa01556dbccd6e1a20,0
159,8a858f1e5aec5791015aecbc59413486,1
160,8a858f265b5c418f015b5c58effa1a88,0
161,8a858f2756cec0a30156e2d4cea415a3,1
162,8a858f2d5853901a01586382639065c7,0
163,8a858f315ccb979d015ccf98ddd4661f,1
164,8a858f3d5add42e2015ae9ab7c277132,1
165,8a858f465668e3d601566ad583100ef5,0
166,8a858f545908094b01591185749d6f25,1
167,8a858f595ccb6f86015cced9f57a03d6,1
168,8a858f60562378450156250366f10f86,1
169,8a858f6e5cb16eb9015cbb1fb520374d,1
170,8a858f7958b0a4a80158b47fb32010f3,0
171,8a858f7e5c213ef4015c21ca37fb3888,0
172,8a858f93572e873c01574753c9513a4e,0
173,8a858f975c4582c4015c4e5295c66873,0
174,8a858f9d5668e3f101566fb7494822f9,1
175,8a858fe45cd62cbf015cdfb7b59f05f4,1
176,8a858fec5ceec886015ceee4a2ab15ac,1
177,8a858ff8582fcb8601583e9ee74e1732,0
178,8a858ffd5c8d343d015c97cecd270cb5,1
179,8a858e105bd92644015be762bf10576f,0
180,8a858e675c3fe0a1015c417e73085191,0
181,8a858ed1594a282f01594a4d14f50a58,0
182,8a858f095c3b2c30015c3b5964a111df,1
183,8a858f5f5b39bb0c015b3b298dd1358b,1
184,8a858f9c57f74b1d0157f753c181047e,1
185,8a858fe25ab3f041015ab51fc3c44cbd,1
186,8a8189d152443f820152443f89500001,1
187,8a8588b754517d800154555019c36231,0
188,8a8589045384bd8301539e05b3d35023,0
189,8a858953548fb0c001549b31ac5f6dda,0
190,8a858e0156b782a10156b8e131824d39,1
191,8a858e065ccb8bc0015ccc9d8c2532cb,0
192,8a858e0f5c45466f015c546652e81026,1
193,8a858e195b90e512015b9312936863cf,0
194,8a858e2e5bb57a37015bc8ff494a1089,1
195,8a858e3a54e337020154fda980777859,1
196,8a858e4b5cb1e4d7015cbbde80436cf1,0
197,8a858e5d57518f4601576a5b604c4adf,1
198,8a858e64590ae20001590c511d9b0cdf,1
199,8a858e695d1e075c015d211df3354b8e,1
200,8a858e705668e1670156810ee20960b7,1
201,8a858e785c8d9167015c9b35e2411165,1
202,8a858e8d56b784480156b7d232f723a8,1
203,8a858e9b5bcf8546015bcfaf5b680756,1
204,8a858ea45c109201015c10d210791b14,1
205,8a858eb85886bdc30158acf926932eda,1
206,8a858eba5c884d2a015c8c4c58c5088a,0
207,8a858ec45577f83e01557eaf9f0b1f4c,1
208,8a858ec95afc0922015affaaf5992c1a,0
209,8a858ed45becf685015bed6fceb6498b,1
210,8a858eda552adcc2015559532234110a,0
211,8a858edb5bd936e4015be394167c4698,0
212,8a858ee45b62dadc015b660294b5292e,1
213,8a858eed5756fb0e0157576dda0129e5,0
214,8a858ef95cf5154a015cf659212d26ce,0
215,8a858f03582a54c301582f698a281700,0
216,8a858f0a56ffda560157093acf144b87,1
217,8a858f0f5d1df2ad015d219c38c87827,0
218,8a858f185d1daff6015d279fcb900eef,1
219,8a858f245a4cde1e015a4e6271fd6c46,0
220,8a858f265c2187bd015c346b5bb74ea9,1
221,8a858f295c8d307f015c9e4f9b771eed,1
222,8a858f2f54e28d530154f3a9d35625d8,1
223,8a858f375b493337015b4943d3aa1027,0
224,8a858f405d13c45f015d1407060e316e,1
225,8a858f4e5ba5e8d3015ba9d8b01b3062,1
226,8a858f565b683b56015b7b6b606e1ec9,0
227,8a858f5f55f82ae30155f91ba4250aea,1
228,8a858f6a5b1fa846015b1ff2a147401d,1
229,8a858f765c350480015c35105f3f04c1,0
230,8a858f7c5be8dc45015be8eaadb90c0e,1
231,8a858f8e5b8c34d3015b8f4fe5ca199d,1
232,8a858f965c6950da015c6acefa5f661f,0
233,8a858f99560bbe4501561d163d570cba,0
234,8a858f9f5679951a01568d9941453c97,0
235,8a858fa25bd92c20015bda1a38cf5a24,0
236,8a858fa55acd8061015ad0b778b013ea,1
237,8a858fae5921beeb01592ad3c5c12bc1,1
238,8a858fb557330de1015750e05ade4eb8,0
239,8a858fbc594a495c01596db4320c084a,0
240,8a858fc9580b91da0158126363fb3f16,0
241,8a858fd05bfd7d3c015c0cc8a1a86a92,1
242,8a858fd55b8752ba015b895180e74ffe,1
243,8a858fe45cd62cbf015cd63942a40385,0
244,8a858fe8555f401f01556e0a6ac317b7,1
245,8a858ff35c5f4d1d015c6379bbcf0adc,0
246,8a858ffa55ca72a50155de6808cd2f3f,0
247,8a858ffd5c8d343d015c978f755b7fbe,1
248,8a858e065ccb8bc0015cce72dd475bfc,0
249,8a858e6d5b62e36f015b668ed4dc3aaa,1
250,8a858eb95a8f9e4c015a91f3f9dc6d7a,1
251,8a858f045bc9690c015bcabf87506275,0
252,8a858f3a58b5b0fe0158b6ca51f756ce,0
253,8a858f6b570f2de9015721e9fbb40ecf,0
254,8a858fb959976ce001599c31ae157981,0
255,8a858ff259d1429e0159d2d0194c4b8e,1
256,8a85883353e2e4e40153f068a4634e02,1
257,8a8588b75438f49901544510041e0951,0
258,8a8588f5542eb0d401542f48f0381490,1
259,8a85890754145ace01542184054739e2,0
260,8a85896653e2e18b0153ea4c2b00049f,1
261,8a8589c1545181f301547d2cfb142ff4,0
262,8a858e045b495c30015b4f8417aa61c4,0
263,8a858e105bd92644015bdd374f0d1a3a,1
264,8a858e185b4923b4015b49f7165a4acd,1
265,8a858e225a28c713015a33e7c0bf5ed8,1
266,8a858e2c5cc64f70015cc942825e71ae,0
267,8a858e395cb1d4d9015cba9fbb6e6e2c,1
268,8a858e3e5922ba4301593831652558a5,0
269,8a858e4f58b9f0b40158c027a53e65a8,0
270,8a858e585693982b0156b6329ee229d6,1
271,8a858e615c832be8015c87cc64661017,0
272,8a858e675cc6685e015cc6eb279c3e84,0
273,8a858e6c5c88d145015c894de1a91c5c,0
274,8a858e705668e167015685e1e07c19d4,0
275,8a858e7855113fb70155136433e942c9,0
276,8a858e7d5d328208015d3409dd464483,1
277,8a858e905ce98e8d015cede36efc025d,1
278,8a858eae5bb5beb8015bb947fd2f4f4d,0
279,8a858eb55cf45581015cf47853d613db,0
280,8a858ec959f3d0320159f411f586198d,0
281,8a858ed55c5f1965015c5f58ecbc2069,0
282,8a858edb5a70bfe0015a7ef6715642d0,0
283,8a858ee055ffbe17015607e67cec57e9,0
284,8a858ee755a0c84a0155a3b5a9ab2308,1
285,8a858eef55548905015554a9578505d4,1
286,8a858f00590ac4e70159320caa4a190c,0
287,8a858f045bab240c015baf9e44646d76,0
288,8a858f0f5bfd79d2015c0c2370d436a1,0
289,8a858f1b5b256bc9015b2a8b75dc0b45,1
290,8a858fa154e2912f0155065fcda06f84,0
291,8a858fa3552ae1120155398656a154c3,1
292,8a858faa56dffac60156ffa41b542ce7,1
293,8a858fb15b34a708015b37eeb86e0008,1
294,8a858fba5cd5feee015cdb7399184dc9,1
295,8a858fbf5b3a0b46015b3d5e8fae2a65,1
296,8a858fcb5bab1fda015baebcd3791586,1
297,8a858fd35b5dfefb015b5e080dc50892,1
298,8a858fda5c3b0f1c015c403b1f5c301c,1
299,8a858fe5569398920156b644671b0f2a,1
300,8a858fed5cabd3a0015cac23520a3743,1
301,8a858ff85b339568015b33e96b393bff,0
302,8a858ffb5d1832fd015d184b6ad80f09,0
303,8a76e7d443e6e97c0143ed0a13cb4f61,0
304,8a858e255b910db1015ba0f1568c39f8,0
305,8a858ea55b58f026015b599e472439d2,0
306,8a858ed25ba09f98015ba9a3696f65db,1
307,8a858f265c2187bd015c3402a9e52573,1
308,8a858f555cc65d60015cc87c7641417a,0
309,8a858f8e5d0dc74e015d0de015760ef2,0
310,8a858fe8555f401f01556dbd487e78d5,1
311,8a85881053bc33670153c9dc2e3a4393,1
312,8a85888c548fb3d501549748043c4fc2,0
313,8a8588dc5384a05f0153982119c81a51,0
314,8a8588fd53e2e6cf0153ec3302de1278,1
315,8a85893d53f104eb015409d628cd0e46,0
316,8a8589a453bc422d0153c7b616f60646,1
317,8a858e0156b782a10156c2f83bd248f2,0
318,8a858e0b5d1d8104015d1db8dcf31765,1
319,8a858e135c7e2eec015c813211a96674,0
320,8a858e2155defefd0155e88ca1b22485,1
321,8a858e245c5f3f7c015c63d531167c8a,0
322,8a858e345be813ea015be81b372e07dd,1
323,8a858e3c5853733801585dadb1334a2e,0
324,8a858e495d1e235c015d2bcddad44cd9,1
325,8a858e545cf8f7eb015cf918d0ed129a,1
326,8a858e5d5bf3454f015bf3c38c482aa5,1
327,8a858e655a047d1a015a0daaf9874735,0
328,8a858e695d18c7a1015d1c3e840913e6,0
329,8a858e6d5b252065015b2fa1ee3843da,0
330,8a858e715bd3fa19015bd7d998442e30,1
331,8a858e7b55deef140155e587fc3b63ba,1
332,8a858e885c63d379015c6ed663042002,1
333,8a858e995ccb5414015ccc4147cb4bc8,1
334,8a858eb25cf38c4b015cf3d1cb702960,0
335,8a858eba5b681df4015b703c75a501bc,0
336,8a858ed25b1b19eb015b1b59dc1b15a7,0
337,8a858ed759d079530159d127708943f6,1
338,8a858edd56236fc8015623c3a4f40467,0
339,8a858ee159de9b420159dee292301739,0
340,8a858eea5a232d51015a2452529c1455,0
341,8a858ef258d4a48b0158e9fb404a4f72,1
342,8a858f0455d9feaf0155e0332396619d,1
343,8a858f0d58a18ebc0158b0ec239828b8,0
344,8a858f13556665aa015572d6e7b872de,0
345,8a858f265b1416a5015b145705f24eb2,0
346,8a858f2d5853901a015861e6f6315db1,1
347,8a858f365b2547f3015b30981af37cb7,1
348,8a8588235384a58d01538b5b8d49372c,1
349,8a858887545183ca01546142802e4b4e,1
350,8a8588fd53c244bc0153c74fad72587f,1
351,8a85893d53f104eb0153fec8703465f1,0
352,8a8589a453bc422d0153c7d857e0190f,0
353,8a858e0156b782a10156e09c0f90725b,1
354,8a858e0a5a85cfaa015a89b1af345719,1
355,8a858e125c358780015c35aad25310ef,0
356,8a858e195af64338015af6bc45ef5aef,1
357,8a858e1e54e2aa5a0155059eabfa7cc1,0
358,8a858e2d565657b1015663ff20d43576,1
359,8a858e345be813ea015be87d70855b44,1
360,8a858e3d570f30bb0157146c32c418b7,1
361,8a858e495cef1ef1015cf33d14dd7935,1
362,8a858e5555780ea001557c46f2c91d97,0
363,8a858e615c832be8015c86f0d1082a70,0
364,8a858e64590ae20001592265cda16d7b,0
365,8a858e6c5c88d145015c8cf7a5e17156,0
366,8a858e7655072083015517c8fe5b2942,0
367,8a858e875b910dfe015b917802c4282b,0
368,8a858e8a5c1c14b8015c208abf11720a,0
369,8a858e955aeb055e015aebee294a5a85,0
370,8a858e9d59e0997b0159ea88a18970b1,1
371,8a858ea55b58f026015b5c11ad2e2dd2,1
372,8a858eb456e0b9490156fb7018a91a1e,0
373,8a858eba5591bf2801559ae75c8d32bc,0
374,8a858ece586263020158696870092f98,0
375,8a858ed65bd3a65c015bd3e9a0ff2664,0
376,8a858edf55ca17ba0155d58ee8d43f6a,0
377,8a858ee55cb156e6015cbd3d5e3555c2,1
378,8a858eed5a42df95015a45e2fcac6aa9,1
379,8a858efe5bca0a81015bca60dfdc14bb,0
380,8a858f045556eaa401556dd7346663fc,0
381,8a858f0d5ca1cf54015ca237f4843b09,1
382,8a858f1a5bd828f9015bd85e04b824f8,0
383,8a858f275591bf5d0155968869002f72,0
384,8a858f2f5af5d835015af5db88300242,1
385,8a858f365c83961c015c83a6989c054c,0
386,8a858f415686c0ab0156932bc72861e0,0
387,8a858f475c11bc72015c1241c5e8477f,1
388,8a858f505ca7b434015cab87f6cb61ed,1
389,8a858f5856373f8801564a639d9d6aba,1
390,8a858f5e5cb23c77015cb617d25a6080,1
391,8a858f665c2142a0015c2eceb8672f3f,1
392,8a858f6e5cb16eb9015cba9514502da3,1
393,8a858f795896e56b0158a52e3f196868,0
394,8a858f845d13beed015d161cb56d72d7,1
395,8a858f925d5bfd0a015d5c41ca480d60,0
396,8a858f98560bbe110156217f2b324081,0
397,8a858fa154daefc00154de1b445805fa,0
398,8a858fa7590af88501591230cd1c34b0,0
399,8a858faf5679a838015679dda1481bfb,1
400,8a858fb4563228d201563e3b46c90a86,1
401,8a858fbd5cd6054a015cda142858051a,0
402,8a858fc75cd62882015ce320d4b64f4d,0
403,8a858fcd56b9f22c0156d8afaef02fd8,0
404,8a858fd55577e87601557eb6810f1310,1
405,8a858fda5d37b00c015d3ba42a19619e,1
406,8a858f3c5c16cadb015c171ebcfb30b6,1
407,8a858f445d41ebbe015d4d646b946dec,1
408,8a858f525ba5119c015ba5a39b6c5444,0
409,8a858f615591c2cc015598dface34f3a,0
410,8a858f675c1c43bc015c209f0e59388c,0
411,8a858f795896e56b0158a47b8be660c5,1
412,8a858f7d5ab3ca4b015ab5184798706a,1
413,8a858f8a558227f20155862e521949ca,0
414,8a858f905c06a9c0015c0c8fca8c6706,0
415,8a858f985bee01cb015bf16ec19f5383,1
416,8a858f9d5668e3f101567827de3b11f2,1
417,8a858fa154e2912f0154eee022676b1c,0
418,8a858fa4552add9f01553e7f443c4214,1
419,8a858fa55acd8061015ad15eb8b47940,1
420,8a858fb15a41784f015a41921e4c142b,0
421,8a858fbb5bf26814015bf27f571811dd,1
422,8a858fc75cd62882015ce3990b726a9b,0
423,8a858fcf5b39c3ba015b3b269d573d36,0
424,8a858fd95c3b5bca015c43d710a059bb,1
425,8a858fe756939bbb0156993f3dda2d08,1
426,8a858fef570f30e501572962ab8f7a1f,1
427,8a858ff556236fa801562d3353964355,1
428,8a8588fd53c244bc0153c72ed1924a60,1
429,8a858e325b3e903a015b3eb4ce4b2882,0
430,8a858e605ce99f55015ced0a99a63ba4,0
431,8a858ecc5b5defb4015b5ea3f3613ec1,1
432,8a858f2a5ce989dd015ce9fc24b1474b,0
433,8a858f68587f3da1015880ef5d8805b4,1
434,8a858fc45c21da6f015c31f01ed74654,1
435,8a1088a0484472eb01484669e3ce4e0b,1
436,8a8588235375c27f01537f79100c40c3,0
437,8a85889853f0fbaa01540444629832e2,1
438,8a85892e5425ad2001543095054f5b28,1
439,8a858966538deb190153a778edfb61aa,1
440,8a8589a453bc422d0153c82e861c34f1,0
441,8a8589f853f100fb01540a6faacb4e74,0
442,8a858e0256b781d80156c09f1e585c2f,0
443,8a858e065ccb8bc0015ccbf7b21c1875,1
444,8a858e105bd92644015be07c35237d0d,0
445,8a858e2159f3c9030159f4336f1925f4,0
446,8a858e285ba4bf33015ba50277171d93,0
447,8a858e36590808e3015917a6dae57137,0
448,8a858e4f5929c3df01595086e6cd773f,1
449,8a858e5b5bd99460015be7d577b04e0d,1
450,8a858e675c3fe0a1015c415368c24fb1,1
451,8a858e6d58b0cc520158b4bcc7f61ef2,0
452,8a858e705b3a03c7015b3d4d6eca680c,1
453,8a858e785c8d9167015c9b1641a0092e,0
454,8a858e8d5bf2d0c1015bf34ffdc94e1a,1
455,8a858e935b496584015b496cdac50369,0
456,8a858e985885ff6d0158aa2ce6772cff,0
457,8a858eae5a42129d015a421fa6270603,1
458,8a858eb85cef9327015cf30509cf2230,0
459,8a858ec05a9535db015a9b7e03650141,1
460,8a858ec75bfd77c4015bff1610173ed1,0
461,8a858ed75732b68101574d1614f23803,0
462,8a858ede5ca210f0015ca6e7144b3d34,1
463,8a858ee1578e399501579186cb2d6283,1
464,8a858f2a5b3f2121015b41d14e202aba,1
465,8a858f30551130db0155130b0d0652c4,0
466,8a858f385b34d285015b34e6dbbb1309,0
467,8a858f3e589c40610158a57d427715a6,0
468,8a858f4c5bb597f6015bbdbff82d4971,0
469,8a858f5e5566567d0155777b44e00cfa,0
470,8a858f655baa9ae1015baf6547472776,1
471,8a858f735aec46c4015af02a90835ac8,0
472,8a858f7b5763d88001576be2678d67c6,1
473,8a858f7e5c213ef4015c2a8b9fe20181,0
474,8a858f8e59d0b8930159d10900473713,0
475,8a858f925d3c3cad015d3c4541e2059f,0
476,8a858f9c56aaf37d0156b7221dc522d4,1
477,8a858f9f5bd99987015be7d0e0f4085f,0
478,8a858fa25c120898015c16abe1cb45f4,0
479,8a858fa45bd95e9a015be29a6b136061,0
480,8a858fad5ccb633e015ccb8973e511bc,1
481,8a858fb75b5894aa015b589fd7720a85,0
482,8a858fc45c5f93be015c61e0e5e55e38,0
483,8a858fcd56b9f22c0156bc268ef56102,0
484,8a858fd3552c75620155563fb5241458,1
485,8a858fe45cd62cbf015ce8f815230bc2,0
486,8a858fe95afc0665015affd8827a642b,0
487,8a858ff25c8250c1015c827e15821e4e,1
488,8a858ffd5c8d343d015c98e84c9c2a13,1
489,8a858e0156b782a10156beb5c215582e,1
490,8a858e4b5cb1e4d7015cbf51622434f2,0
491,8a858e885c9c6f96015ca07a1fe371fd,1
492,8a858f0c5cc68025015cca6d2f6873fd,0
493,8a858f585cf9d48b015d0a258b75758a,0
494,8a858fb15b34a708015b360a67c61f3a,1
495,8a858fe756939bbb0156b42e72185f25,0
496,8a85880353acff880153b23e3c742a08,1
497,8a85886f54517ee0015470749d3c3ce7,1
498,8a8588fd53c244bc0153c8251f132fd7,1
499,8a85893d53f104eb01540e7f589775c3,0
500,8a85896653f0fed201540f40a3a45c14,0
501,8a8589c1545181f3015454b4cdd9002b,0
502,8a858e005ca7abe3015ca9c692843861,1
503,8a858e035693e0290156b6bd3b483170,0
504,8a858e0a5668e69c01566f643ad645a9,0
505,8a858e1d5cd58f9e015cd8c747ad7d06,0
506,8a858e245c214660015c270224c83207,0
507,8a858e345bd96da8015bd9def9c624f6,0
508,8a858e455c1bf763015c1c4eab062420,0
509,8a858e5856b7840c0156b8f1f61f5f52,0
510,8a858e5f5af1e7e7015af206af7b09d8,1
511,8a858e6c5bd3fbff015bd5736e545cd2,1
512,8a858e6f5668e01701568cf7ba8e39da,1
513,8a858e725c360240015c3797bd734cf7,0
514,8a858e885b68546c015b789214a9131c,0
515,8a858e8e5ca1f1a8015ca6a8cfcb31f4,1
516,8a858e935cedfe55015cee2ad92f236f,1
517,8a858ea45b35639b015b364dc0f72463,1
518,8a858eb4588604f701589223c5ab045f,0
519,8a858eba5c884d2a015c936df7c60af3,0
520,8a858ec35a428dcc015a4667481262fe,0
521,8a858fe65675195a015679452588279c,1
522,8a858ff25a6a19ee015a6acc4a986c80,0
523,8a858ff9580b881201581f5624ee7a1b,1
524,8a8588b75438f499015444b1adf70876,0
525,8a858e1c5bab1191015baca490325254,1
526,8a858e6f5668e01701568392953a495d,0
527,8a858ed75bb64559015bbdf931c10be3,1
528,8a858f295c8d307f015c95b5b13724f7,0
529,8a858f685a384e25015a39302e0d48a9,1
530,8a858fc959bc56c80159c034e75a05be,1
531,8a858fee580afd2b01580c5b0ff97399,1
532,8a85882653e2eb990153e7a9eda325a7,1
533,8a8588dd54be35520154bf9790ea4a55,1
534,8a858928548fb121015495dafe41016b,0
535,8a85898a53d0af400153d7dc5cc22b9f,1
536,8a858e0256b781d80156b8f2d33c4f27,0
537,8a858e0c552ae0b8015543cb7d1a5cbd,1
538,8a858e105bd92644015be812e5683388,0
539,8a858e1d5c5a460c015c5a51775a0613,1
540,8a858e325d3245ec015d328e6b0b1fcc,1
541,8a858e3d5c3b5122015c43f776bd4a3a,1
542,8a858e585693982b015699e7c57e03e2,1
543,8a858e5e57adcb8e0157b5023bf2676e,1
544,8a858e675c3fe0a1015c55131ebd5fa6,1
545,8a858e6a5bfd4b54015c0dc45b31270b,1
546,8a858e705b3a03c7015b3ceed0d531fb,0
547,8a858e7d595026f80159636aa36f487b,1
548,8a858e8d56b784480156cc1a80f60132,0
549,8a858e9d5bfd7037015c07cdd6f1278d,1
550,8a858eab5cf9c4c8015cfa0b1d8e1c67,1
551,8a858eb85cef9327015cf2b1db7c052c,0
552,8a858ebc572e1e3a01572f517e505dc4,1
553,8a858ec55ca7919d015cab70e8954f34,0
554,8a858ec95afc0922015b0a6d75655b14,0
555,8a858ed45c454c11015c53de37e71789,0
556,8a858eda5c8863ff015c8c2578833357,1
557,8a858edf57f78fed0157fdd279342ccf,0
558,8a858ee55c830000015c867880563fc3,0
